store,year_month,review_count,avg_rating,positive_count,negative_count,neutral_count,positive_rate,negative_rate,rating_change,trend_direction
Anker,2019-12-01,396,4.59,356,20,20,89.9,5.05,0.144,Improving
Anker,2020-01-01,418,4.63,384,18,16,91.87,4.31,0.038,Stable
Anker,2020-02-01,270,4.61,247,15,8,91.48,5.56,-0.022,Stable
Anker,2020-03-01,361,4.55,319,25,17,88.37,6.93,-0.056,Stable
Anker,2020-04-01,326,4.54,294,22,10,90.18,6.75,-0.011,Stable
Anker,2020-05-01,304,4.48,265,34,5,87.17,11.18,-0.056,Stable
Anker,2020-06-01,285,4.61,257,15,13,90.18,5.26,0.13,Improving
Anker,2020-07-01,355,4.61,320,24,11,90.14,6.76,-0.008,Stable
Anker,2020-08-01,277,4.57,245,16,16,88.45,5.78,-0.035,Stable
Anker,2020-09-01,190,4.46,166,20,4,87.37,10.53,-0.107,Declining
Anker,2020-10-01,200,4.47,168,15,17,84.0,7.5,0.007,Stable
Anker,2020-11-01,109,4.33,87,10,12,79.82,9.17,-0.14,Declining
Anker,2020-12-01,169,4.63,155,8,6,91.72,4.73,0.297,Improving
Anker,2021-01-01,235,4.57,209,16,10,88.94,6.81,-0.061,Stable
Anker,2021-02-01,147,4.52,129,13,5,87.76,8.84,-0.049,Stable
Anker,2021-03-01,212,4.55,189,12,11,89.15,5.66,0.03,Stable
Anker,2021-04-01,251,4.5,219,21,11,87.25,8.37,-0.049,Stable
Anker,2021-05-01,255,4.33,210,30,15,82.35,11.76,-0.165,Declining
Anker,2021-06-01,263,4.4,219,31,13,83.27,11.79,0.062,Stable
Anker,2021-07-01,376,4.37,316,42,18,84.04,11.17,-0.026,Stable
Anker,2021-08-01,223,4.17,172,36,15,77.13,16.14,-0.199,Declining
Anker,2021-09-01,129,4.28,105,18,6,81.4,13.95,0.109,Improving
Anker,2021-10-01,125,4.01,91,21,13,72.8,16.8,-0.271,Declining
Anker,2021-11-01,113,4.12,86,20,7,76.11,17.7,0.116,Improving
Anker,2021-12-01,184,4.28,149,26,9,80.98,14.13,0.153,Improving
Anker,2022-01-01,161,4.43,137,16,8,85.09,9.94,0.158,Improving
Anker,2022-02-01,131,4.24,103,19,9,78.63,14.5,-0.191,Declining
Anker,2022-03-01,131,4.21,104,17,10,79.39,12.98,-0.031,Stable
Anker,2022-04-01,127,4.31,104,18,5,81.89,14.17,0.101,Improving
Anker,2022-05-01,140,4.45,120,14,6,85.71,10.0,0.135,Improving
Anker,2022-06-01,138,4.33,112,14,12,81.16,10.14,-0.117,Declining
Anker,2022-07-01,226,4.41,190,22,14,84.07,9.73,0.078,Stable
Anker,2022-08-01,235,4.5,203,19,13,86.38,8.09,0.086,Stable
Anker,2022-09-01,211,4.53,185,15,11,87.68,7.11,0.028,Stable
Anker,2022-10-01,178,4.61,159,9,10,89.33,5.06,0.086,Stable
Anker,2022-11-01,153,4.48,130,11,12,84.97,7.19,-0.129,Declining
Anker,2022-12-01,202,4.44,170,15,17,84.16,7.43,-0.043,Stable
Anker,2023-01-01,162,4.48,143,15,4,88.27,9.26,0.035,Stable
Anker,2023-02-01,176,4.48,154,14,8,87.5,7.95,0.002,Stable
Anker,2023-03-01,177,4.55,154,11,12,87.01,6.21,0.076,Stable
Anker,2023-04-01,121,4.52,105,10,6,86.78,8.26,-0.033,Stable
Anker,2023-05-01,86,4.47,74,9,3,86.05,10.47,-0.056,Stable
Anker,2023-06-01,53,4.72,50,1,2,94.34,1.89,0.252,Improving
Anker,2023-07-01,49,4.61,45,3,1,91.84,6.12,-0.105,Declining
Anker,2023-08-01,24,4.79,23,1,0,95.83,4.17,0.179,Improving
Anker,2023-09-01,7,4.86,7,0,0,100.0,0.0,0.065,Stable
Apple,2019-03-01,4,5.0,4,0,0,100.0,0.0,,Stable
Apple,2019-04-01,45,4.13,35,8,2,77.78,17.78,-0.867,Declining
Apple,2019-05-01,150,4.31,121,18,11,80.67,12.0,0.173,Improving
Apple,2019-06-01,256,4.19,197,40,19,76.95,15.63,-0.119,Declining
Apple,2019-07-01,407,4.43,350,48,9,86.0,11.79,0.238,Improving
Apple,2019-08-01,519,4.49,448,51,20,86.32,9.83,0.064,Stable
Apple,2019-09-01,518,4.43,441,57,20,85.14,11.0,-0.055,Stable
Apple,2019-10-01,537,4.37,447,75,15,83.24,13.97,-0.062,Stable
Apple,2019-11-01,595,4.45,507,62,26,85.21,10.42,0.08,Stable
Apple,2019-12-01,1816,4.57,1618,145,53,89.1,7.98,0.113,Improving
Apple,2020-01-01,2800,4.73,2610,128,62,93.21,4.57,0.161,Improving
Apple,2020-02-01,1998,4.64,1815,125,58,90.84,6.26,-0.084,Stable
Apple,2020-03-01,1272,4.57,1131,101,40,88.92,7.94,-0.074,Stable
Apple,2020-04-01,662,4.32,538,97,27,81.27,14.65,-0.251,Declining
Apple,2020-05-01,729,4.29,593,111,25,81.34,15.23,-0.029,Stable
Apple,2020-06-01,688,4.38,573,84,31,83.28,12.21,0.087,Stable
Apple,2020-07-01,604,4.45,513,67,24,84.93,11.09,0.072,Stable
Apple,2020-08-01,592,4.24,468,98,26,79.05,16.55,-0.205,Declining
Apple,2020-09-01,548,4.22,433,93,22,79.01,16.97,-0.021,Stable
Apple,2020-10-01,821,4.39,685,105,31,83.43,12.79,0.168,Improving
Apple,2020-11-01,985,4.37,813,121,51,82.54,12.28,-0.021,Stable
Apple,2020-12-01,1174,4.53,1018,108,48,86.71,9.2,0.161,Improving
Apple,2021-01-01,815,4.53,709,72,34,86.99,8.83,-0.001,Stable
Apple,2021-02-01,558,4.27,451,86,21,80.82,15.41,-0.253,Declining
Apple,2021-03-01,646,4.31,520,90,36,80.5,13.93,0.038,Stable
Apple,2021-04-01,520,4.15,402,95,23,77.31,18.27,-0.159,Declining
Apple,2021-05-01,454,4.16,349,84,21,76.87,18.5,0.005,Stable
Apple,2021-06-01,419,4.24,331,67,21,79.0,15.99,0.082,Stable
Apple,2021-07-01,468,4.29,375,69,24,80.13,14.74,0.05,Stable
Apple,2021-08-01,395,4.26,311,62,22,78.73,15.7,-0.03,Stable
Apple,2021-09-01,373,4.28,302,59,12,80.97,15.82,0.023,Stable
Apple,2021-10-01,382,4.16,295,70,17,77.23,18.32,-0.127,Declining
Apple,2021-11-01,359,4.09,271,67,21,75.49,18.66,-0.068,Stable
Apple,2021-12-01,542,4.41,456,61,25,84.13,11.25,0.319,Improving
Apple,2022-01-01,563,4.47,492,58,13,87.39,10.3,0.063,Stable
Apple,2022-02-01,417,4.2,325,65,27,77.94,15.59,-0.267,Declining
Apple,2022-03-01,424,4.28,339,63,22,79.95,14.86,0.072,Stable
Apple,2022-04-01,554,4.05,408,110,36,73.65,19.86,-0.231,Declining
Apple,2022-05-01,572,4.11,434,108,30,75.87,18.88,0.063,Stable
Apple,2022-06-01,487,3.95,346,109,32,71.05,22.38,-0.162,Declining
Apple,2022-07-01,468,3.95,340,113,15,72.65,24.15,0.006,Stable
Apple,2022-08-01,453,3.65,286,132,35,63.13,29.14,-0.3,Declining
Apple,2022-09-01,394,4.02,293,83,18,74.37,21.07,0.369,Improving
Apple,2022-10-01,446,3.93,319,103,24,71.52,23.09,-0.092,Stable
Apple,2022-11-01,350,3.95,248,75,27,70.86,21.43,0.015,Stable
Apple,2022-12-01,461,4.06,342,97,22,74.19,21.04,0.111,Improving
Apple,2023-01-01,321,4.22,256,53,12,79.75,16.51,0.168,Improving
Apple,2023-02-01,144,3.69,93,44,7,64.58,30.56,-0.537,Declining
Apple,2023-03-01,270,3.97,196,61,13,72.59,22.59,0.287,Improving
Apple,2023-04-01,184,3.97,134,44,6,72.83,23.91,-0.001,Stable
Apple,2023-05-01,119,3.96,86,27,6,72.27,22.69,-0.015,Stable
Apple,2023-06-01,98,3.95,70,22,6,71.43,22.45,-0.009,Stable
Apple,2023-07-01,89,4.37,75,13,1,84.27,14.61,0.422,Improving
Apple,2023-08-01,66,4.02,49,13,4,74.24,19.7,-0.356,Declining
Apple,2023-09-01,7,4.29,6,1,0,85.71,14.29,0.271,Improving
Blink,2020-09-01,117,3.6,78,34,5,66.67,29.06,,Stable
Blink,2020-10-01,328,3.38,184,114,30,56.1,34.76,-0.214,Declining
Blink,2020-11-01,359,3.39,205,118,36,57.1,32.87,0.003,Stable
Blink,2020-12-01,869,3.34,462,313,94,53.16,36.02,-0.045,Stable
Blink,2021-01-01,821,3.57,494,232,95,60.17,28.26,0.228,Improving
Blink,2021-02-01,584,3.34,311,206,67,53.25,35.27,-0.234,Declining
Blink,2021-03-01,738,3.47,422,236,80,57.18,31.98,0.131,Improving
Blink,2021-04-01,752,3.18,369,302,81,49.07,40.16,-0.287,Declining
Blink,2021-05-01,993,2.69,362,528,103,36.46,53.17,-0.487,Declining
Blink,2021-06-01,1009,2.81,387,508,114,38.35,50.35,0.114,Improving
Blink,2021-07-01,625,3.03,277,275,73,44.32,44.0,0.219,Improving
Blink,2021-08-01,650,2.89,263,308,79,40.46,47.38,-0.132,Declining
Blink,2021-09-01,890,3.0,383,385,122,43.03,43.26,0.111,Improving
Blink,2021-10-01,648,2.91,263,298,87,40.59,45.99,-0.092,Stable
Blink,2021-11-01,615,2.95,251,283,81,40.81,46.02,0.036,Stable
Blink,2021-12-01,817,3.06,360,342,115,44.06,41.86,0.116,Improving
Blink,2022-01-01,732,3.14,354,308,70,48.36,42.08,0.074,Stable
Blink,2022-02-01,490,2.99,210,226,54,42.86,46.12,-0.15,Declining
Blink,2022-03-01,572,3.09,263,243,66,45.98,42.48,0.107,Improving
Blink,2022-04-01,517,2.86,207,254,56,40.04,49.13,-0.232,Declining
Blink,2022-05-01,513,3.01,219,228,66,42.69,44.44,0.151,Improving
Blink,2022-06-01,493,2.99,208,215,70,42.19,43.61,-0.024,Stable
Blink,2022-07-01,612,2.96,256,275,81,41.83,44.93,-0.031,Stable
Blink,2022-08-01,484,3.24,234,174,76,48.35,35.95,0.283,Improving
Blink,2022-09-01,657,3.06,298,271,88,45.36,41.25,-0.184,Declining
Blink,2022-10-01,842,3.11,391,347,104,46.44,41.21,0.05,Stable
Blink,2022-11-01,703,2.94,287,322,94,40.83,45.8,-0.169,Declining
Blink,2022-12-01,932,3.08,430,390,112,46.14,41.85,0.143,Improving
Blink,2023-01-01,818,3.28,421,296,101,51.47,36.19,0.2,Improving
Blink,2023-02-01,705,3.36,382,250,73,54.18,35.46,0.075,Stable
Blink,2023-03-01,508,2.98,221,235,52,43.5,46.26,-0.372,Declining
Blink,2023-04-01,250,2.72,93,135,22,37.2,54.0,-0.264,Declining
Blink,2023-05-01,151,3.24,78,57,16,51.66,37.75,0.518,Improving
Blink,2023-06-01,102,3.26,53,39,10,51.96,38.24,0.026,Stable
Blink,2023-07-01,72,3.04,33,33,6,45.83,45.83,-0.223,Declining
Blink,2023-08-01,45,3.53,28,15,2,62.22,33.33,0.492,Improving
Blink,2023-09-01,2,3.0,1,1,0,50.0,50.0,-0.533,Declining
Cambridge Soundworks,2015-08-01,1,5.0,1,0,0,100.0,0.0,,Stable
Cambridge Soundworks,2015-09-01,38,4.47,32,2,4,84.21,5.26,-0.526,Declining
Cambridge Soundworks,2015-10-01,130,4.38,113,13,4,86.92,10.0,-0.097,Stable
Cambridge Soundworks,2015-11-01,789,4.62,732,27,30,92.78,3.42,0.239,Improving
Cambridge Soundworks,2015-12-01,717,4.53,641,51,25,89.4,7.11,-0.089,Stable
Cambridge Soundworks,2016-01-01,1089,4.58,998,54,37,91.64,4.96,0.058,Stable
Cambridge Soundworks,2016-02-01,552,4.51,491,40,21,88.95,7.25,-0.076,Stable
Cambridge Soundworks,2016-03-01,596,4.39,508,57,31,85.23,9.56,-0.115,Declining
Cambridge Soundworks,2016-04-01,535,4.46,466,45,24,87.1,8.41,0.062,Stable
Cambridge Soundworks,2016-05-01,644,4.41,551,63,30,85.56,9.78,-0.051,Stable
Cambridge Soundworks,2016-06-01,803,4.5,705,57,41,87.8,7.1,0.093,Stable
Cambridge Soundworks,2016-07-01,1006,4.52,890,75,41,88.47,7.46,0.024,Stable
Cambridge Soundworks,2016-08-01,725,4.37,613,75,37,84.55,10.34,-0.148,Declining
Cambridge Soundworks,2016-09-01,887,4.45,773,78,36,87.15,8.79,0.072,Stable
Cambridge Soundworks,2016-10-01,905,4.53,807,65,33,89.17,7.18,0.081,Stable
Cambridge Soundworks,2016-11-01,852,4.38,716,86,50,84.04,10.09,-0.141,Declining
Cambridge Soundworks,2016-12-01,1234,4.49,1081,100,53,87.6,8.1,0.1,Stable
Cambridge Soundworks,2017-01-01,1176,4.47,1017,93,66,86.48,7.91,-0.014,Stable
Cambridge Soundworks,2017-02-01,817,4.41,693,72,52,84.82,8.81,-0.061,Stable
Cambridge Soundworks,2017-03-01,900,4.47,782,85,33,86.89,9.44,0.062,Stable
Cambridge Soundworks,2017-04-01,722,4.46,626,56,40,86.7,7.76,-0.008,Stable
Cambridge Soundworks,2017-05-01,684,4.39,576,66,42,84.21,9.65,-0.069,Stable
Cambridge Soundworks,2017-06-01,662,4.28,534,96,32,80.66,14.5,-0.111,Declining
Cambridge Soundworks,2017-07-01,800,4.36,665,90,45,83.13,11.25,0.072,Stable
Cambridge Soundworks,2017-08-01,789,4.38,664,88,37,84.16,11.15,0.02,Stable
Cambridge Soundworks,2017-09-01,591,4.32,485,74,32,82.06,12.52,-0.055,Stable
Cambridge Soundworks,2017-10-01,628,4.37,524,64,40,83.44,10.19,0.048,Stable
Cambridge Soundworks,2017-11-01,633,4.26,512,89,32,80.88,14.06,-0.11,Declining
Cambridge Soundworks,2017-12-01,701,4.27,563,92,46,80.31,13.12,0.011,Stable
Cambridge Soundworks,2018-01-01,718,4.37,598,77,43,83.29,10.72,0.102,Improving
Cambridge Soundworks,2018-02-01,545,4.32,441,65,39,80.92,11.93,-0.047,Stable
Cambridge Soundworks,2018-03-01,632,4.17,488,97,47,77.22,15.35,-0.157,Declining
Cambridge Soundworks,2018-04-01,633,4.23,506,96,31,79.94,15.17,0.066,Stable
Cambridge Soundworks,2018-05-01,566,4.19,440,87,39,77.74,15.37,-0.041,Stable
Cambridge Soundworks,2018-06-01,479,4.3,396,61,22,82.67,12.73,0.112,Improving
Cambridge Soundworks,2018-07-01,511,4.26,408,73,30,79.84,14.29,-0.045,Stable
Cambridge Soundworks,2018-08-01,537,4.33,445,68,24,82.87,12.66,0.069,Stable
Cambridge Soundworks,2018-09-01,547,4.24,435,87,25,79.52,15.9,-0.092,Stable
Cambridge Soundworks,2018-10-01,541,4.41,454,57,30,83.92,10.54,0.169,Improving
Cambridge Soundworks,2018-11-01,491,4.41,414,58,19,84.32,11.81,0.007,Stable
Cambridge Soundworks,2018-12-01,449,4.35,372,59,18,82.85,13.14,-0.064,Stable
Cambridge Soundworks,2019-01-01,509,4.37,418,62,29,82.12,12.18,0.024,Stable
Cambridge Soundworks,2019-02-01,402,4.29,322,50,30,80.1,12.44,-0.085,Stable
Cambridge Soundworks,2019-03-01,431,4.27,344,61,26,79.81,14.15,-0.015,Stable
Cambridge Soundworks,2019-04-01,436,4.32,355,60,21,81.42,13.76,0.047,Stable
Cambridge Soundworks,2019-05-01,543,4.26,436,82,25,80.29,15.1,-0.063,Stable
Cambridge Soundworks,2019-06-01,747,4.46,639,72,36,85.54,9.64,0.204,Improving
Cambridge Soundworks,2019-07-01,1255,4.47,1091,116,48,86.93,9.24,0.006,Stable
Cambridge Soundworks,2019-08-01,953,4.44,822,98,33,86.25,10.28,-0.023,Stable
Cambridge Soundworks,2019-09-01,686,4.39,579,73,34,84.4,10.64,-0.059,Stable
Cambridge Soundworks,2019-10-01,575,4.28,470,78,27,81.74,13.57,-0.108,Declining
Cambridge Soundworks,2019-11-01,545,4.3,442,73,30,81.1,13.39,0.023,Stable
Cambridge Soundworks,2019-12-01,942,4.47,810,87,45,85.99,9.24,0.168,Improving
Cambridge Soundworks,2020-01-01,988,4.43,846,100,42,85.63,10.12,-0.044,Stable
Cambridge Soundworks,2020-02-01,539,4.38,452,64,23,83.86,11.87,-0.048,Stable
Cambridge Soundworks,2020-03-01,373,4.13,287,71,15,76.94,19.03,-0.248,Declining
Cambridge Soundworks,2020-04-01,479,4.14,365,80,34,76.2,16.7,0.009,Stable
Cambridge Soundworks,2020-05-01,629,4.22,492,97,40,78.22,15.42,0.083,Stable
Cambridge Soundworks,2020-06-01,613,4.13,468,106,39,76.35,17.29,-0.09,Stable
Cambridge Soundworks,2020-07-01,596,4.25,472,88,36,79.19,14.77,0.119,Improving
Cambridge Soundworks,2020-08-01,730,4.28,581,97,52,79.59,13.29,0.029,Stable
Cambridge Soundworks,2020-09-01,567,4.32,462,74,31,81.48,13.05,0.045,Stable
Cambridge Soundworks,2020-10-01,473,4.1,354,86,33,74.84,18.18,-0.227,Declining
Cambridge Soundworks,2020-11-01,415,4.21,329,64,22,79.28,15.42,0.11,Improving
Cambridge Soundworks,2020-12-01,480,4.13,369,80,31,76.88,16.67,-0.074,Stable
Cambridge Soundworks,2021-01-01,563,4.38,468,63,32,83.13,11.19,0.249,Improving
Cambridge Soundworks,2021-02-01,456,4.3,371,61,24,81.36,13.38,-0.077,Stable
Cambridge Soundworks,2021-03-01,597,4.29,480,81,36,80.4,13.57,-0.015,Stable
Cambridge Soundworks,2021-04-01,641,4.31,521,81,39,81.28,12.64,0.024,Stable
Cambridge Soundworks,2021-05-01,553,4.41,468,57,28,84.63,10.31,0.093,Stable
Cambridge Soundworks,2021-06-01,567,4.31,454,68,45,80.07,11.99,-0.1,Stable
Cambridge Soundworks,2021-07-01,648,4.28,514,79,55,79.32,12.19,-0.029,Stable
Cambridge Soundworks,2021-08-01,565,4.26,445,80,40,78.76,14.16,-0.019,Stable
Cambridge Soundworks,2021-09-01,421,4.24,334,61,26,79.33,14.49,-0.023,Stable
Cambridge Soundworks,2021-10-01,357,4.18,269,57,31,75.35,15.97,-0.059,Stable
Cambridge Soundworks,2021-11-01,250,4.24,201,40,9,80.4,16.0,0.064,Stable
Cambridge Soundworks,2021-12-01,284,4.26,226,42,16,79.58,14.79,0.017,Stable
Cambridge Soundworks,2022-01-01,308,4.12,234,51,23,75.97,16.56,-0.14,Declining
Cambridge Soundworks,2022-02-01,190,4.0,133,41,16,70.0,21.58,-0.117,Declining
Cambridge Soundworks,2022-03-01,244,4.06,178,45,21,72.95,18.44,0.061,Stable
Cambridge Soundworks,2022-04-01,271,4.17,207,45,19,76.38,16.61,0.108,Improving
Cambridge Soundworks,2022-05-01,329,4.22,256,44,29,77.81,13.37,0.055,Stable
Cambridge Soundworks,2022-06-01,349,4.35,289,41,19,82.81,11.75,0.128,Improving
Cambridge Soundworks,2022-07-01,285,4.29,228,38,19,80.0,13.33,-0.061,Stable
Cambridge Soundworks,2022-08-01,239,4.38,194,27,18,81.17,11.3,0.094,Stable
Cambridge Soundworks,2022-09-01,151,4.15,116,24,11,76.82,15.89,-0.233,Declining
Cambridge Soundworks,2022-10-01,193,4.35,157,22,14,81.35,11.4,0.195,Improving
Cambridge Soundworks,2022-11-01,185,4.25,148,23,14,80.0,12.43,-0.099,Stable
Cambridge Soundworks,2022-12-01,213,4.41,179,23,11,84.04,10.8,0.164,Improving
Cambridge Soundworks,2023-01-01,168,4.36,139,19,10,82.74,11.31,-0.05,Stable
Cambridge Soundworks,2023-02-01,118,4.37,99,14,5,83.9,11.86,0.01,Stable
Cambridge Soundworks,2023-03-01,130,4.31,106,16,8,81.54,12.31,-0.065,Stable
Cambridge Soundworks,2023-04-01,58,4.22,47,11,0,81.03,18.97,-0.084,Stable
Cambridge Soundworks,2023-05-01,29,4.17,23,4,2,79.31,13.79,-0.052,Stable
Cambridge Soundworks,2023-06-01,12,4.33,10,2,0,83.33,16.67,0.161,Improving
Cambridge Soundworks,2023-07-01,22,4.09,16,4,2,72.73,18.18,-0.242,Declining
Cambridge Soundworks,2023-08-01,11,4.27,9,1,1,81.82,9.09,0.182,Improving
Cheetah,2008-01-01,2,5.0,2,0,0,100.0,0.0,,Stable
Cheetah,2008-10-01,1,5.0,1,0,0,100.0,0.0,0.0,Stable
Cheetah,2008-12-01,8,4.25,6,1,1,75.0,12.5,-0.75,Declining
Cheetah,2009-01-01,13,4.46,12,1,0,92.31,7.69,0.212,Improving
Cheetah,2009-02-01,13,4.62,13,0,0,100.0,0.0,0.154,Improving
Cheetah,2009-03-01,7,4.57,6,0,1,85.71,0.0,-0.044,Stable
Cheetah,2009-04-01,14,4.5,13,0,1,92.86,0.0,-0.071,Stable
Cheetah,2009-05-01,13,4.62,12,0,1,92.31,0.0,0.115,Improving
Cheetah,2009-06-01,13,4.85,13,0,0,100.0,0.0,0.231,Improving
Cheetah,2009-07-01,16,4.81,15,0,1,93.75,0.0,-0.034,Stable
Cheetah,2009-08-01,9,4.22,7,1,1,77.78,11.11,-0.59,Declining
Cheetah,2009-09-01,8,4.75,8,0,0,100.0,0.0,0.528,Improving
Cheetah,2009-10-01,10,4.8,10,0,0,100.0,0.0,0.05,Stable
Cheetah,2009-11-01,6,4.5,6,0,0,100.0,0.0,-0.3,Declining
Cheetah,2009-12-01,21,4.43,18,0,3,85.71,0.0,-0.071,Stable
Cheetah,2010-01-01,52,4.58,47,3,2,90.38,5.77,0.148,Improving
Cheetah,2010-02-01,51,4.55,47,1,3,92.16,1.96,-0.028,Stable
Cheetah,2010-03-01,45,4.67,44,0,1,97.78,0.0,0.118,Improving
Cheetah,2010-04-01,34,4.5,31,0,3,91.18,0.0,-0.167,Declining
Cheetah,2010-05-01,30,4.6,28,0,2,93.33,0.0,0.1,Stable
Cheetah,2010-06-01,30,4.63,27,0,3,90.0,0.0,0.033,Stable
Cheetah,2010-07-01,37,4.41,32,3,2,86.49,8.11,-0.228,Declining
Cheetah,2010-08-01,42,4.83,41,0,1,97.62,0.0,0.428,Improving
Cheetah,2010-09-01,48,4.58,43,1,4,89.58,2.08,-0.25,Declining
Cheetah,2010-10-01,47,4.47,42,2,3,89.36,4.26,-0.115,Declining
Cheetah,2010-11-01,56,4.61,50,4,2,89.29,7.14,0.139,Improving
Cheetah,2010-12-01,126,4.27,103,11,12,81.75,8.73,-0.337,Declining
Cheetah,2011-01-01,113,4.48,95,2,16,84.07,1.77,0.208,Improving
Cheetah,2011-02-01,81,4.6,76,3,2,93.83,3.7,0.127,Improving
Cheetah,2011-03-01,106,4.42,93,7,6,87.74,6.6,-0.19,Declining
Cheetah,2011-04-01,74,4.32,63,4,7,85.14,5.41,-0.091,Stable
Cheetah,2011-05-01,64,4.52,57,3,4,89.06,4.69,0.191,Improving
Cheetah,2011-06-01,66,4.47,58,5,3,87.88,7.58,-0.046,Stable
Cheetah,2011-07-01,61,4.61,56,2,3,91.8,3.28,0.137,Improving
Cheetah,2011-08-01,73,4.62,69,0,4,94.52,0.0,0.01,Stable
Cheetah,2011-09-01,79,4.48,71,4,4,89.87,5.06,-0.135,Declining
Cheetah,2011-10-01,92,4.61,86,3,3,93.48,3.26,0.128,Improving
Cheetah,2011-11-01,94,4.27,74,11,9,78.72,11.7,-0.343,Declining
Cheetah,2011-12-01,176,4.18,143,22,11,81.25,12.5,-0.084,Stable
Cheetah,2012-01-01,131,4.35,114,10,7,87.02,7.63,0.169,Improving
Cheetah,2012-02-01,95,4.37,81,8,6,85.26,8.42,0.017,Stable
Cheetah,2012-03-01,88,4.47,79,3,6,89.77,3.41,0.097,Stable
Cheetah,2012-04-01,62,4.13,47,7,8,75.81,11.29,-0.337,Declining
Cheetah,2012-05-01,65,4.48,57,3,5,87.69,4.62,0.348,Improving
Cheetah,2012-06-01,72,4.38,60,4,8,83.33,5.56,-0.102,Declining
Cheetah,2012-07-01,73,4.51,65,3,5,89.04,4.11,0.132,Improving
Cheetah,2012-08-01,80,4.33,67,8,5,83.75,10.0,-0.182,Declining
Cheetah,2012-09-01,68,4.46,58,2,8,85.29,2.94,0.131,Improving
Cheetah,2012-10-01,67,4.42,57,4,6,85.07,5.97,-0.038,Stable
Cheetah,2012-11-01,139,4.47,121,6,12,87.05,4.32,0.05,Stable
Cheetah,2012-12-01,394,4.38,334,32,28,84.77,8.12,-0.087,Stable
Cheetah,2013-01-01,391,4.42,340,27,24,86.96,6.91,0.044,Stable
Cheetah,2013-02-01,301,4.45,264,18,19,87.71,5.98,0.021,Stable
Cheetah,2013-03-01,285,4.33,241,18,26,84.56,6.32,-0.112,Declining
Cheetah,2013-04-01,224,4.45,198,12,14,88.39,5.36,0.118,Improving
Cheetah,2013-05-01,241,4.41,209,16,16,86.72,6.64,-0.04,Stable
Cheetah,2013-06-01,224,4.38,191,15,18,85.27,6.7,-0.031,Stable
Cheetah,2013-07-01,276,4.4,235,18,23,85.14,6.52,0.019,Stable
Cheetah,2013-08-01,271,4.3,219,24,28,80.81,8.86,-0.1,Stable
Cheetah,2013-09-01,272,4.27,226,21,25,83.09,7.72,-0.031,Stable
Cheetah,2013-10-01,291,4.19,229,39,23,78.69,13.4,-0.083,Stable
Cheetah,2013-11-01,286,4.17,225,38,23,78.67,13.29,-0.018,Stable
Cheetah,2013-12-01,580,4.2,451,69,60,77.76,11.9,0.029,Stable
Cheetah,2014-01-01,591,4.32,488,64,39,82.57,10.83,0.122,Improving
Cheetah,2014-02-01,419,4.31,349,48,22,83.29,11.46,-0.01,Stable
Cheetah,2014-03-01,379,4.39,323,30,26,85.22,7.92,0.077,Stable
Cheetah,2014-04-01,321,4.36,266,30,25,82.87,9.35,-0.021,Stable
Cheetah,2014-05-01,299,4.35,244,26,29,81.61,8.7,-0.01,Stable
Cheetah,2014-06-01,289,4.43,244,18,27,84.43,6.23,0.075,Stable
Cheetah,2014-07-01,492,4.43,420,36,36,85.37,7.32,0.004,Stable
Cheetah,2014-08-01,577,4.43,494,39,44,85.62,6.76,0.0,Stable
Cheetah,2014-09-01,532,4.49,473,38,21,88.91,7.14,0.059,Stable
Cheetah,2014-10-01,525,4.54,473,32,20,90.1,6.1,0.047,Stable
Cheetah,2014-11-01,507,4.46,433,35,39,85.4,6.9,-0.081,Stable
Cheetah,2014-12-01,784,4.52,693,51,40,88.39,6.51,0.062,Stable
Cheetah,2015-01-01,764,4.59,687,41,36,89.92,5.37,0.075,Stable
Cheetah,2015-02-01,628,4.61,570,25,33,90.76,3.98,0.014,Stable
Cheetah,2015-03-01,617,4.66,567,26,24,91.9,4.21,0.051,Stable
Cheetah,2015-04-01,479,4.67,447,19,13,93.32,3.97,0.015,Stable
Cheetah,2015-05-01,435,4.69,410,13,12,94.25,2.99,0.02,Stable
Cheetah,2015-06-01,389,4.66,357,15,17,91.77,3.86,-0.036,Stable
Cheetah,2015-07-01,481,4.58,433,31,17,90.02,6.44,-0.08,Stable
Cheetah,2015-08-01,463,4.62,422,23,18,91.14,4.97,0.046,Stable
Cheetah,2015-09-01,432,4.62,393,18,21,90.97,4.17,-0.006,Stable
Cheetah,2015-10-01,432,4.51,381,19,32,88.19,4.4,-0.104,Declining
Cheetah,2015-11-01,517,4.6,468,27,22,90.52,5.22,0.088,Stable
Cheetah,2015-12-01,588,4.61,533,27,28,90.65,4.59,0.011,Stable
Cheetah,2016-01-01,643,4.63,585,29,29,90.98,4.51,0.018,Stable
Cheetah,2016-02-01,383,4.67,352,10,21,91.91,2.61,0.041,Stable
Cheetah,2016-03-01,466,4.61,420,22,24,90.13,4.72,-0.066,Stable
Cheetah,2016-04-01,292,4.64,266,10,16,91.1,3.42,0.035,Stable
Cheetah,2016-05-01,301,4.56,273,18,10,90.7,5.98,-0.082,Stable
Cheetah,2016-06-01,355,4.66,325,12,18,91.55,3.38,0.104,Improving
Cheetah,2016-07-01,327,4.64,298,13,16,91.13,3.98,-0.023,Stable
Cheetah,2016-08-01,340,4.57,305,21,14,89.71,6.18,-0.066,Stable
