parent_asin,product_title,store,year_month,monthly_reviews,monthly_avg_rating,prev_month_reviews,velocity_change,velocity_change_pct,momentum
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2019-10-01,291,3.63,399.0,-108.0,-27.0,Declining
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2019-11-01,307,3.7,291.0,16.0,5.48,Stable
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2019-12-01,523,3.83,307.0,216.0,70.13,Surging
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2020-01-01,720,4.23,523.0,197.0,37.6,Growing
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2020-02-01,487,3.95,720.0,-233.0,-32.32,Declining
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2020-03-01,288,3.8,487.0,-199.0,-40.78,Declining
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2020-04-01,169,3.04,288.0,-119.0,-41.18,Declining
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2020-05-01,182,3.2,169.0,13.0,7.65,Stable
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2020-06-01,113,3.39,182.0,-69.0,-37.7,Declining
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2020-07-01,95,3.01,113.0,-18.0,-15.79,Stable
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2020-08-01,54,2.91,95.0,-41.0,-42.71,Declining
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2020-09-01,58,3.19,54.0,4.0,7.27,Stable
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2020-10-01,67,2.97,58.0,9.0,15.25,Stable
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2020-11-01,58,2.5,67.0,-9.0,-13.24,Stable
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2020-12-01,45,2.29,58.0,-13.0,-22.03,Declining
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2021-01-01,48,2.71,45.0,3.0,6.52,Stable
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2021-02-01,34,2.03,48.0,-14.0,-28.57,Declining
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2021-03-01,26,2.96,34.0,-8.0,-22.86,Declining
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2021-04-01,18,2.11,26.0,-8.0,-29.63,Declining
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2021-05-01,11,3.09,18.0,-7.0,-36.84,Declining
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2021-06-01,9,2.33,11.0,-2.0,-16.67,Stable
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2021-07-01,11,3.18,9.0,2.0,20.0,Stable
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2021-08-01,16,2.19,11.0,5.0,41.67,Growing
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2021-09-01,12,1.58,16.0,-4.0,-23.53,Declining
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2021-10-01,6,2.67,12.0,-6.0,-46.15,Declining
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2021-11-01,8,1.63,6.0,2.0,28.57,Growing
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2021-12-01,14,1.71,8.0,6.0,66.67,Surging
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2022-01-01,7,2.57,14.0,-7.0,-46.67,Declining
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2022-02-01,12,1.92,7.0,5.0,62.5,Surging
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2022-03-01,9,2.22,12.0,-3.0,-23.08,Declining
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2022-04-01,6,2.83,9.0,-3.0,-30.0,Declining
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2022-05-01,5,2.6,6.0,-1.0,-14.29,Stable
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2022-06-01,11,2.73,5.0,6.0,100.0,Surging
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2022-07-01,3,4.0,11.0,-8.0,-66.67,Collapsing
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2022-08-01,6,3.0,3.0,3.0,75.0,Surging
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2022-09-01,2,1.5,6.0,-4.0,-57.14,Collapsing
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2022-10-01,3,3.67,2.0,1.0,33.33,Growing
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2022-11-01,4,3.0,3.0,1.0,25.0,Growing
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2022-12-01,7,2.29,4.0,3.0,60.0,Surging
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2023-01-01,5,2.4,7.0,-2.0,-25.0,Declining
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2023-02-01,2,1.5,5.0,-3.0,-50.0,Collapsing
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2023-05-01,1,5.0,2.0,-1.0,-33.33,Declining
B00N2ZDXW2,"Ring Video Doorbell (1st Gen) – 720p HD video, motion activated alerts, easy installation – Satin Nickel",Ring,2023-06-01,4,3.0,1.0,3.0,150.0,Surging
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2015-07-01,1262,4.55,,,,Collapsing
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2015-08-01,1470,4.55,1262.0,208.0,16.47,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2015-09-01,1182,4.53,1470.0,-288.0,-19.58,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2015-10-01,992,4.55,1182.0,-190.0,-16.06,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2015-11-01,1296,4.56,992.0,304.0,30.61,Growing
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2015-12-01,573,4.46,1296.0,-723.0,-55.74,Collapsing
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2016-01-01,785,4.53,573.0,212.0,36.93,Growing
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2016-02-01,1606,4.53,785.0,821.0,104.45,Surging
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2016-03-01,1513,4.54,1606.0,-93.0,-5.79,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2016-04-01,783,4.53,1513.0,-730.0,-48.22,Declining
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2016-05-01,1309,4.49,783.0,526.0,67.09,Surging
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2016-06-01,1175,4.51,1309.0,-134.0,-10.23,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2016-07-01,1482,4.49,1175.0,307.0,26.11,Growing
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2016-08-01,1291,4.51,1482.0,-191.0,-12.88,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2016-09-01,943,4.47,1291.0,-348.0,-26.93,Declining
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2016-10-01,877,4.38,943.0,-66.0,-6.99,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2016-11-01,703,4.41,877.0,-174.0,-19.82,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2016-12-01,1438,4.49,703.0,735.0,104.4,Surging
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2017-01-01,2145,4.57,1438.0,707.0,49.13,Growing
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2017-02-01,892,4.51,2145.0,-1253.0,-58.39,Collapsing
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2017-03-01,969,4.43,892.0,77.0,8.62,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2017-04-01,733,4.42,969.0,-236.0,-24.33,Declining
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2017-05-01,743,4.4,733.0,10.0,1.36,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2017-06-01,715,4.37,743.0,-28.0,-3.76,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2017-07-01,1340,4.49,715.0,625.0,87.29,Surging
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2017-08-01,795,4.42,1340.0,-545.0,-40.64,Declining
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2017-09-01,706,4.4,795.0,-89.0,-11.18,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2017-10-01,533,4.43,706.0,-173.0,-24.47,Declining
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2017-11-01,513,4.21,533.0,-20.0,-3.75,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2017-12-01,452,4.26,513.0,-61.0,-11.87,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2018-01-01,1447,4.54,452.0,995.0,219.65,Surging
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2018-02-01,616,4.48,1447.0,-831.0,-57.39,Collapsing
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2018-03-01,763,4.48,616.0,147.0,23.82,Growing
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2018-04-01,459,4.53,763.0,-304.0,-39.79,Declining
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2018-05-01,483,4.32,459.0,24.0,5.22,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2018-06-01,451,4.4,483.0,-32.0,-6.61,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2018-07-01,814,4.49,451.0,363.0,80.31,Surging
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2018-08-01,695,4.49,814.0,-119.0,-14.6,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2018-09-01,402,4.44,695.0,-293.0,-42.1,Declining
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2018-10-01,332,4.38,402.0,-70.0,-17.37,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2018-11-01,158,4.18,332.0,-174.0,-52.25,Collapsing
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2018-12-01,264,4.37,158.0,106.0,66.67,Surging
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2019-01-01,166,4.31,264.0,-98.0,-36.98,Declining
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2019-02-01,77,4.08,166.0,-89.0,-53.29,Collapsing
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2019-03-01,76,3.43,77.0,-1.0,-1.28,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2019-04-01,49,3.65,76.0,-27.0,-35.06,Declining
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2019-05-01,61,3.67,49.0,12.0,24.0,Growing
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2019-06-01,53,3.91,61.0,-8.0,-12.9,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2019-07-01,46,4.28,53.0,-7.0,-12.96,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2019-08-01,48,3.54,46.0,2.0,4.26,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2019-09-01,35,3.66,48.0,-13.0,-26.53,Declining
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2019-10-01,21,4.0,35.0,-14.0,-38.89,Declining
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2019-11-01,30,4.27,21.0,9.0,40.91,Growing
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2019-12-01,28,3.46,30.0,-2.0,-6.45,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2020-01-01,24,4.0,28.0,-4.0,-13.79,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2020-02-01,18,3.89,24.0,-6.0,-24.0,Declining
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2020-03-01,18,2.78,18.0,0.0,0.0,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2020-04-01,21,2.62,18.0,3.0,15.79,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2020-05-01,15,3.87,21.0,-6.0,-27.27,Declining
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2020-06-01,12,3.58,15.0,-3.0,-18.75,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2020-07-01,17,3.71,12.0,5.0,38.46,Growing
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2020-08-01,16,2.88,17.0,-1.0,-5.56,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2020-09-01,16,3.19,16.0,0.0,0.0,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2020-10-01,11,3.27,16.0,-5.0,-29.41,Declining
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2020-11-01,9,2.67,11.0,-2.0,-16.67,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2020-12-01,11,2.55,9.0,2.0,20.0,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2021-01-01,7,3.43,11.0,-4.0,-33.33,Declining
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2021-02-01,6,3.17,7.0,-1.0,-12.5,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2021-03-01,7,3.57,6.0,1.0,14.29,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2021-04-01,6,3.0,7.0,-1.0,-12.5,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2021-05-01,8,2.88,6.0,2.0,28.57,Growing
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2021-06-01,11,2.73,8.0,3.0,33.33,Growing
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2021-07-01,6,3.5,11.0,-5.0,-41.67,Declining
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2021-08-01,5,3.0,6.0,-1.0,-14.29,Stable
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2021-09-01,8,3.88,5.0,3.0,50.0,Growing
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2021-10-01,4,3.5,8.0,-4.0,-44.44,Declining
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2021-11-01,6,3.67,4.0,2.0,40.0,Growing
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2021-12-01,3,1.67,6.0,-3.0,-42.86,Declining
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2022-01-01,5,3.4,3.0,2.0,50.0,Growing
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2022-02-01,3,3.0,5.0,-2.0,-33.33,Declining
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2022-03-01,5,2.2,3.0,2.0,50.0,Growing
B00OQVZDJM,"Kindle Paperwhite E-reader (Previous generation – 2015 release) - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light, Wi-Fi, Ad-Supported",Amazon,2022-04-01,3,5.0,5.0,-2.0,-33.33,Declining
